ALIQUOT_PLATE_BARCODE,ALIQUOT_WELL_ID,ALIQUOT_CONCENTRATION,ALIQUOT_CONCENTRATION_UNIT,TARGET_CONCENTRATION,TARGET_CONCENTRATION_UNIT,EPA_SAMPLE_ID,ALIQUOT_VOLUME,ALIQUOT_VOLUME_UNIT,ALIQUOT_SOLVENT,BOTTLE_ID,DTXSID,CASRN,PREFERRED_NAME
EPAPLT0727,G06,19.9998,mM,20,mM,EPAPLT0727G06,200,uL,DMSO,1223291187,DTXSID0039223,116-06-3,Aldicarb
EPAPLT0727,G07,20.0003,mM,20,mM,EPAPLT0727G07,200,uL,DMSO,TX000793,DTXSID4022448,51218-45-2,Metolachlor
EPAPLT0727,G08,20.0004,mM,20,mM,EPAPLT0727G08,200,uL,DMSO,1223291178,DTXSID0028038,55406-53-6,3-Iodo-2-propynyl-N-butylcarbamate
EPAPLT0727,G10,19.9997,mM,20,mM,EPAPLT0727G10,200,uL,DMSO,TX001534,DTXSID4021268,122-34-9,Simazine
EPAPLT0727,G11,21.055,mM,20,mM,EPAPLT0727G11,200,uL,DMSO,TX011595,DTXSID0032520,131860-33-8,Azoxystrobin
EPAPLT0727,G12,19.9996,mM,20,mM,EPAPLT0727G12,200,uL,DMSO,TX001545,DTXSID2021781,84-74-2,"Dibutyl 1,2-benzenedicarboxylate"
EPAPLT0727,H02,20,mM,20,mM,EPAPLT0727H02,200,uL,DMSO,TX000761,DTXSID3032549,126833-17-8,Fenhexamid
EPAPLT0727,H03,19.9994,mM,20,mM,EPAPLT0727H03,200,uL,DMSO,TX000653,DTXSID8024238,19044-88-3,Oryzalin
EPAPLT0727,H04,20,mM,20,mM,EPAPLT0727H04,200,uL,DMSO,TX003702,DTXSID0020442,94-75-7,"2,4-Dichlorophenoxyacetic acid"
EPAPLT0727,H06,19.9996,mM,20,mM,EPAPLT0727H06,200,uL,DMSO,1223291186,DTXSID4032376,87674-68-8,Dimethenamid
EPAPLT0727,H07,20,mM,20,mM,EPAPLT0727H07,200,uL,DMSO,TX000673,DTXSID7034961,111988-49-9,Thiacloprid
EPAPLT0727,H08,20,mM,20,mM,EPAPLT0727H08,200,uL,DMSO,1096458410,DTXSID2032344,54593-83-8,Chlorethoxyfos
EPAPLT0727,H09,20.0824,mM,20,mM,EPAPLT0727H09,200,uL,DMSO,1096460735,DTXSID8034588,131807-57-3,Famoxadone
EPAPLT0727,H10,19.9996,mM,20,mM,EPAPLT0727H10,200,uL,DMSO,TX001588,DTXSID5023900,17804-35-2,Benomyl
EPAPLT0727,H11,19.9683,mM,20,mM,EPAPLT0727H11,200,uL,DMSO,TX001429,DTXSID0034223,119168-77-3,Tebufenpyrad
EPAPLT0728,A02,20.0498,mM,20,mM,EPAPLT0728A02,200,uL,DMSO,TX001409,DTXSID4032532,128639-02-1,Carfentrazone-ethyl
EPAPLT0728,A03,19.9995,mM,20,mM,EPAPLT0728A03,200,uL,DMSO,1096462558,DTXSID2034465,210880-92-5,Clothianidin
EPAPLT0728,A04,20.0007,mM,20,mM,EPAPLT0728A04,200,uL,DMSO,1096461620,DTXSID7024241,42874-03-3,Oxyfluorfen
EPAPLT0728,A05,20.0318,mM,20,mM,EPAPLT0728A05,200,uL,DMSO,1096462694,DTXSID4032611,13194-48-4,Ethoprop
EPAPLT0728,A06,19.9997,mM,20,mM,EPAPLT0728A06,200,uL,DMSO,1096461511,DTXSID0021337,148-79-8,Thiabendazole
EPAPLT0728,A08,20.0003,mM,20,mM,EPAPLT0728A08,200,uL,DMSO,1096460193,DTXSID4022020,314-40-9,Bromacil
EPAPLT0728,A09,9.99233,mM,20,mM,EPAPLT0728A09,200,uL,DMSO,1096458333,DTXSID7021100,56-38-2,Parathion
EPAPLT0728,A10,20,mM,20,mM,EPAPLT0728A10,200,uL,DMSO,1096460516,DTXSID9040001,4376-18-5,Monomethyl phthalate
EPAPLT0728,A11,20,mM,20,mM,EPAPLT0728A11,200,uL,DMSO,1096462301,DTXSID7032470,31218-83-4,Propetamphos
EPAPLT0728,A12,9.95147,mM,20,mM,EPAPLT0728A12,200,uL,DMSO,1096461892,DTXSID5020449,62-73-7,Dichlorvos
EPAPLT0728,B03,19.9997,mM,20,mM,EPAPLT0728B03,200,uL,DMSO,1096460225,DTXSID0021385,133-07-3,Folpet
EPAPLT0728,B04,20,mM,20,mM,EPAPLT0728B04,200,uL,DMSO,1096461561,DTXSID2032683,7786-34-7,Mevinphos
EPAPLT0728,B05,20.076,mM,20,mM,EPAPLT0728B05,200,uL,DMSO,1096462109,DTXSID9023914,141-66-2,Dicrotophos
EPAPLT0728,B06,20.0708,mM,20,mM,EPAPLT0728B06,200,uL,DMSO,1096472087,DTXSID9032581,156052-68-5,Zoxamide
EPAPLT0728,B07,20.0002,mM,20,mM,EPAPLT0728B07,200,uL,DMSO,1096461381,DTXSID6024204,21087-64-9,Metribuzin
EPAPLT0728,B08,20.0003,mM,20,mM,EPAPLT0728B08,200,uL,DMSO,1096462716,DTXSID2034627,69377-81-7,Fluroxypyr
EPAPLT0728,B09,20,mM,20,mM,EPAPLT0728B09,200,uL,DMSO,1096471674,DTXSID7022253,10453-86-8,Resmethrin
EPAPLT0728,B10,19.9997,mM,20,mM,EPAPLT0728B10,200,uL,DMSO,1096462501,DTXSID2024793,2675-77-6,Chloroneb
EPAPLT0728,B12,20,mM,20,mM,EPAPLT0728B12,200,uL,DMSO,1096462614,DTXSID6034265,57754-85-5,Clopyralid-olamine
EPAPLT0728,C02,20.0006,mM,20,mM,EPAPLT0728C02,200,uL,DMSO,TX000820,DTXSID4024270,67747-09-5,Prochloraz
EPAPLT0728,C03,20.0004,mM,20,mM,EPAPLT0728C03,200,uL,DMSO,1096471758,DTXSID0020319,1897-45-6,Chlorothalonil
EPAPLT0728,C04,10.0003,mM,20,mM,EPAPLT0728C04,200,uL,DMSO,1096458277,DTXSID7040362,50-65-7,5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide
EPAPLT0728,C05,20,mM,20,mM,EPAPLT0728C05,200,uL,DMSO,1096461858,DTXSID5024344,2303-17-5,Tri-allate
EPAPLT0728,C06,20.0003,mM,20,mM,EPAPLT0728C06,200,uL,DMSO,1096462430,DTXSID8020620,55-38-9,Fenthion
EPAPLT0728,C07,19.9994,mM,20,mM,EPAPLT0728C07,200,uL,DMSO,1096462375,DTXSID6024175,57837-19-1,Metalaxyl
EPAPLT0728,C10,20.0007,mM,20,mM,EPAPLT0728C10,200,uL,DMSO,1096460169,DTXSID8034871,129630-19-9,Pyraflufen-ethyl
EPAPLT0728,C12,20.0006,mM,20,mM,EPAPLT0728C12,200,uL,DMSO,1096460239,DTXSID3034664,114311-32-9,Imazamox
EPAPLT0728,D03,9.95464,mM,20,mM,EPAPLT0728D03,200,uL,DMSO,1096462130,DTXSID3032464,41198-08-7,Profenofos
EPAPLT0728,D04,20,mM,20,mM,EPAPLT0728D04,200,uL,DMSO,1096460870,DTXSID9020407,333-41-5,Diazinon
EPAPLT0728,D05,20,mM,20,mM,EPAPLT0728D05,200,uL,DMSO,1096458228,DTXSID5032442,138261-41-3,Imidacloprid
EPAPLT0728,D06,20.0003,mM,20,mM,EPAPLT0728D06,200,uL,DMSO,1096459137,DTXSID2026523,87-90-1,Symclosene
EPAPLT0728,D07,20,mM,20,mM,EPAPLT0728D07,200,uL,DMSO,1096458695,DTXSID6032645,122836-35-5,Sulfentrazone
EPAPLT0728,D08,20,mM,20,mM,EPAPLT0728D08,200,uL,DMSO,1096458680,DTXSID8034401,69327-76-0,Buprofezin
EPAPLT0728,D09,20,mM,20,mM,EPAPLT0728D09,200,uL,DMSO,1096461972,DTXSID2021995,134-62-3,DEET
EPAPLT0728,D10,19.9278,mM,20,mM,EPAPLT0728D10,200,uL,DMSO,1096461817,DTXSID0032655,131983-72-7,Triticonazole
EPAPLT0728,D11,20.0005,mM,20,mM,EPAPLT0728D11,200,uL,DMSO,TX000912,DTXSID4021395,1582-09-8,Trifluralin
EPAPLT0728,D12,20.0004,mM,20,mM,EPAPLT0728D12,200,uL,DMSO,1096462159,DTXSID4040002,131-70-4,Monobutyl phthalate
EPAPLT0728,E02,19.9996,mM,20,mM,EPAPLT0728E02,200,uL,DMSO,1096458236,DTXSID6032641,84087-01-4,Quinclorac
EPAPLT0728,E03,20,mM,20,mM,EPAPLT0728E03,200,uL,DMSO,1096462670,DTXSID2020686,58-89-9,Lindane
EPAPLT0728,E04,19.9994,mM,20,mM,EPAPLT0728E04,200,uL,DMSO,1096460281,DTXSID0024266,29232-93-7,Pirimiphos-methyl
EPAPLT0728,E05,19.9998,mM,20,mM,EPAPLT0728E05,200,uL,DMSO,1096462737,DTXSID0023901,25057-89-0,Bentazone
EPAPLT0728,E07,9.99798,mM,20,mM,EPAPLT0728E07,200,uL,DMSO,1096460673,DTXSID5034773,116714-46-6,Novaluron
EPAPLT0728,E08,20.0003,mM,20,mM,EPAPLT0728E08,200,uL,DMSO,1096461350,DTXSID3024152,81335-37-7,Imazaquin
EPAPLT0728,E09,20,mM,20,mM,EPAPLT0728E09,200,uL,DMSO,TX000900,DTXSID6024177,10265-92-6,Methamidophos
EPAPLT0728,E10,16.0465,mM,20,mM,EPAPLT0728E10,200,uL,DMSO,1208990284,DTXSID1032690,173584-44-6,Indoxacarb
EPAPLT0728,E12,20,mM,20,mM,EPAPLT0728E12,200,uL,DMSO,1096460539,DTXSID2032556,117337-19-6,Fluthiacet-methyl
EPAPLT0728,F02,20,mM,20,mM,EPAPLT0728F02,200,uL,DMSO,1096460782,DTXSID1032482,96182-53-5,Tebupirimfos
EPAPLT0728,F03,16.0078,mM,20,mM,EPAPLT0728F03,200,uL,DMSO,1096462371,DTXSID3022162,1689-84-5,Bromoxynil
EPAPLT0728,F04,20.0002,mM,20,mM,EPAPLT0728F04,200,uL,DMSO,1096461833,DTXSID6024206,2212-67-1,Molinate
EPAPLT0728,F05,20,mM,20,mM,EPAPLT0728F05,200,uL,DMSO,1096461806,DTXSID1032488,117718-60-2,Thiazopyr
EPAPLT0728,F06,20,mM,20,mM,EPAPLT0728F06,200,uL,DMSO,1096459113,DTXSID6032356,1134-23-2,Ethyl N-cyclohexyl-N-ethylthiolcarbamate
EPAPLT0728,F07,13.249,mM,20,mM,EPAPLT0728F07,200,uL,DMSO,1096460649,DTXSID8034586,153233-91-1,Etoxazole
EPAPLT0728,F08,19.9997,mM,20,mM,EPAPLT0728F08,200,uL,DMSO,1096462030,DTXSID7023936,2008-41-5,Butylate
EPAPLT0728,F09,19.9997,mM,20,mM,EPAPLT0728F09,200,uL,DMSO,1096461805,DTXSID0034300,135410-20-7,Acetamiprid
EPAPLT0728,F10,20,mM,20,mM,EPAPLT0728F10,200,uL,DMSO,1096471828,DTXSID9020160,82657-04-3,Bifenthrin
EPAPLT0728,F11,20.0008,mM,20,mM,EPAPLT0728F11,200,uL,DMSO,1096461612,DTXSID7024160,77501-63-4,Lactofen
EPAPLT0728,F12,20.3107,mM,20,mM,EPAPLT0728F12,200,uL,DMSO,1096458299,DTXSID2025680,4376-20-9,MEHP
EPAPLT0728,G02,20.002,mM,20,mM,EPAPLT0728G02,200,uL,DMSO,TX001446,DTXSID2032500,68694-11-1,Triflumizole
EPAPLT0728,G03,20,mM,20,mM,EPAPLT0728G03,200,uL,DMSO,1096458655,DTXSID7034676,42509-80-8,Isazofos
EPAPLT0728,G04,19.9998,mM,20,mM,EPAPLT0728G04,200,uL,DMSO,1096461907,DTXSID0034930,98886-44-3,Fosthiazate
EPAPLT0728,G05,19.9994,mM,20,mM,EPAPLT0728G05,200,uL,DMSO,1096462137,DTXSID1024209,300-76-5,Naled
EPAPLT0728,G06,20,mM,20,mM,EPAPLT0728G06,200,uL,DMSO,1096459136,DTXSID6032354,105512-06-9,Clodinafop-propargyl
EPAPLT0728,G07,20,mM,20,mM,EPAPLT0728G07,200,uL,DMSO,1096458323,DTXSID7020508,75-60-5,Dimethylarsinic acid
EPAPLT0728,G08,20.0003,mM,20,mM,EPAPLT0728G08,200,uL,DMSO,1096471805,DTXSID2021151,90-43-7,2-Phenylphenol
EPAPLT0728,G10,20,mM,20,mM,EPAPLT0728G10,200,uL,DMSO,1096460639,DTXSID1024091,759-94-4,EPTC
EPAPLT0728,G11,20,mM,20,mM,EPAPLT0728G11,200,uL,DMSO,1096458251,DTXSID1034212,118134-30-8,Spiroxamine
EPAPLT0728,G12,19.9994,mM,20,mM,EPAPLT0728G12,200,uL,DMSO,1096460321,DTXSID0020022,50594-66-6,Acifluorfen
EPAPLT0728,H02,20.0005,mM,20,mM,EPAPLT0728H02,200,uL,DMSO,TX000744,DTXSID4022361,50471-44-8,Vinclozolin
EPAPLT0728,H03,20.0094,mM,20,mM,EPAPLT0728H03,200,uL,DMSO,1096460591,DTXSID7020479,60-51-5,Dimethoate
EPAPLT0728,H04,19.9998,mM,20,mM,EPAPLT0728H04,200,uL,DMSO,1096460865,DTXSID5034723,141112-29-0,Isoxaflutole
EPAPLT0728,H06,19.9996,mM,20,mM,EPAPLT0728H06,200,uL,DMSO,1096460297,DTXSID3022455,131-11-3,Dimethyl phthalate
EPAPLT0728,H07,20,mM,20,mM,EPAPLT0728H07,200,uL,DMSO,EV0035280,DTXSID7032551,79622-59-6,Fluazinam
EPAPLT0728,H08,20.0006,mM,20,mM,EPAPLT0728H08,200,uL,DMSO,TX000740,DTXSID7034252,149979-41-9,Tepraloxydim
EPAPLT0728,H09,20.0007,mM,20,mM,EPAPLT0728H09,200,uL,DMSO,1096462406,DTXSID1021409,76-87-9,Triphenyltin hydroxide
EPAPLT0728,H10,9.99988,mM,20,mM,EPAPLT0728H10,200,uL,DMSO,1096462602,DTXSID7031248,6385-62-2,Diquat dibromide monohydrate
EPAPLT0728,H11,20.0004,mM,20,mM,EPAPLT0728H11,200,uL,DMSO,1096461586,DTXSID8024317,5902-51-2,Terbacil
EPAPLT0729,A02,19.9993,mM,20,mM,EPAPLT0729A02,200,uL,DMSO,1096460185,DTXSID0032605,51338-27-3,(+-)-Diclofop-methyl
EPAPLT0729,A03,19.9997,mM,20,mM,EPAPLT0729A03,200,uL,DMSO,1096462651,DTXSID9034816,6923-22-4,Monocrotophos
EPAPLT0729,A04,20.0002,mM,20,mM,EPAPLT0729A04,200,uL,DMSO,1096460579,DTXSID1032640,95737-68-1,Pyriproxyfen
EPAPLT0729,A05,20.0003,mM,20,mM,EPAPLT0729A05,200,uL,DMSO,1096461809,DTXSID6022341,1610-18-0,Prometon
EPAPLT0729,A06,20,mM,20,mM,EPAPLT0729A06,200,uL,DMSO,1096458204,DTXSID2020420,23950-58-5,Propyzamide
EPAPLT0729,A08,20,mM,20,mM,EPAPLT0729A08,200,uL,DMSO,1096460584,DTXSID2021105,82-68-8,Pentachloronitrobenzene
EPAPLT0729,A09,19.9997,mM,20,mM,EPAPLT0729A09,200,uL,DMSO,1096462926,DTXSID5032573,96489-71-3,Pyridaben
EPAPLT0729,A10,19.9297,mM,20,mM,EPAPLT0729A10,200,uL,DMSO,1096458155,DTXSID9032379,97886-45-8,Dithiopyr
EPAPLT0729,A11,20,mM,20,mM,EPAPLT0729A11,200,uL,DMSO,1096460269,DTXSID9034232,101-10-0,2-(m-Chlorophenoxy)propionic acid
EPAPLT0729,A12,20.0004,mM,20,mM,EPAPLT0729A12,200,uL,DMSO,1096462925,DTXSID0034227,119515-38-7,Icaridin
EPAPLT0729,B03,19.9997,mM,20,mM,EPAPLT0729B03,200,uL,DMSO,1096462060,DTXSID2039336,28434-00-6,S-Bioallethrin
EPAPLT0729,B04,19.9994,mM,20,mM,EPAPLT0729B04,200,uL,DMSO,1096462188,DTXSID3023899,1861-40-1,Benfluralin
EPAPLT0729,B05,19.9994,mM,20,mM,EPAPLT0729B05,200,uL,DMSO,1096461360,DTXSID4023412,6153-64-6,Oxytetracycline dihydrate
EPAPLT0729,B06,19.9935,mM,20,mM,EPAPLT0729B06,200,uL,DMSO,1096462534,DTXSID4020450,115-32-2,Dicofol
EPAPLT0729,B07,20,mM,20,mM,EPAPLT0729B07,200,uL,DMSO,1096458577,DTXSID6034928,148477-71-8,Spirodiclofen
EPAPLT0729,B08,20.0003,mM,20,mM,EPAPLT0729B08,200,uL,DMSO,1096461498,DTXSID0020446,330-54-1,Diuron
EPAPLT0729,B09,10.003,mM,20,mM,EPAPLT0729B09,200,uL,DMSO,1208990285,DTXSID0034695,8018-01-7,Mancozeb
EPAPLT0729,B10,20,mM,20,mM,EPAPLT0729B10,200,uL,DMSO,1096462528,DTXSID3024154,36734-19-7,"3-(3,5-Dichlorophenyl)-N-(1-methylethyl)-2,4-dioxo-1-imidazolidinecarboxamide"
EPAPLT0729,B12,19.9549,mM,20,mM,EPAPLT0729B12,200,uL,DMSO,1096460793,DTXSID3032628,161050-58-4,Methoxyfenozide
EPAPLT0729,C02,20,mM,20,mM,EPAPLT0729C02,200,uL,DMSO,1096458341,DTXSID6021086,23135-22-0,Oxamyl
EPAPLT0729,C03,20.003,mM,20,mM,EPAPLT0729C03,200,uL,DMSO,1096460817,DTXSID8023890,3337-71-1,Asulam
EPAPLT0729,C04,20.0007,mM,20,mM,EPAPLT0729C04,200,uL,DMSO,1096460466,DTXSID7024299,78587-05-0,Hexythiazox
EPAPLT0729,C05,20,mM,20,mM,EPAPLT0729C05,200,uL,DMSO,1096461659,DTXSID9034490,420-04-2,Cyanamide
EPAPLT0729,C06,20,mM,20,mM,EPAPLT0729C06,200,uL,DMSO,1096461376,DTXSID2032550,111812-58-9,"Fenpyroximate (Z,E)"
EPAPLT0729,C07,20,mM,20,mM,EPAPLT0729C07,200,uL,DMSO,1096458211,DTXSID3034872,1698-60-8,Chloridazon
EPAPLT0729,C10,20.0341,mM,20,mM,EPAPLT0729C10,200,uL,DMSO,1096462112,DTXSID9032327,22781-23-3,Bendiocarb
EPAPLT0729,C12,19.9995,mM,20,mM,EPAPLT0729C12,200,uL,DMSO,1096462443,DTXSID7024245,40487-42-1,Pendimethalin
EPAPLT0729,D03,19.9997,mM,20,mM,EPAPLT0729D03,200,uL,DMSO,1096458545,DTXSID0020440,120-36-5,Dichlorprop
